Question,Answer
What is covered in 4 Semester Syllabus (Semester Semester)?,E BOOKS:
What is covered in 4 Semester Syllabus (Semester Semester)?,1. https://www.netquest.com/hubfs/docs/ebook-data-visualization-EN.pdf
What is covered in 4 Semester Syllabus (Semester Semester)?,MOOC:
What is covered in 4 Semester Syllabus (Semester Semester)?,1. https://www.coursera.org/learn/data-visualization
What is covered in 4 Semester Syllabus (Semester Semester)?,2. https://www.coursera.org/learn/python-for-data-visualization#syllabus
What is covered in 4 Semester Syllabus (Semester Semester)?,"Page 9 of 13Chhattisgarh Swami Vivekananda Technical University, Bhilai (C.G.)"
What is covered in 4 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Data Science) Semester: IV
What is covered in 4 Semester Syllabus (Semester Semester)?,Subject: Computer Network Lab Subject Code: B127491(022)
What is covered in 4 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE: 40
What is covered in 4 Semester Syllabus (Semester Semester)?,List of Experiments:-
What is covered in 4 Semester Syllabus (Semester Semester)?,1. Basic Commands of Networking
What is covered in 4 Semester Syllabus (Semester Semester)?,2. Subnetting and Supernetting
What is covered in 4 Semester Syllabus (Semester Semester)?,3. Remote Desktop Connection
What is covered in 4 Semester Syllabus (Semester Semester)?,4. Virtual LAN
What is covered in 4 Semester Syllabus (Semester Semester)?,5. Routing Information Protocol(RIP)
What is covered in 4 Semester Syllabus (Semester Semester)?,6. Open Shortest Path First (OSPF) Protocol
What is covered in 4 Semester Syllabus (Semester Semester)?,7. Border Gateway Protocol(BGP)
What is covered in 4 Semester Syllabus (Semester Semester)?,8. Basics of Wireshark
What is covered in 4 Semester Syllabus (Semester Semester)?,9. Socket Programming
What is covered in 4 Semester Syllabus (Semester Semester)?,"Page 10 of 13Chhattisgarh Swami Vivekananda Technical University, Bhilai (C.G.)"
What is covered in 4 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Data Science) Semester: IV
What is covered in 4 Semester Syllabus (Semester Semester)?,Subject: Data Visualization Lab Subject Code: B127492(022)
What is covered in 4 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE: 40
What is covered in 4 Semester Syllabus (Semester Semester)?,Prerequisite: Python or R
What is covered in 4 Semester Syllabus (Semester Semester)?,List of Experiments:-
What is covered in 4 Semester Syllabus (Semester Semester)?,1. Download the House Pricing dataset from Kaggle and map the values to Aesthetics
What is covered in 4 Semester Syllabus (Semester Semester)?,2. Use different Color scales on the Rainfall Prediction dataset
What is covered in 4 Semester Syllabus (Semester Semester)?,3. Create different Bar plots for variables in any dataset
What is covered in 4 Semester Syllabus (Semester Semester)?,4. Show an example of Skewed data and removal of skewedness
What is covered in 4 Semester Syllabus (Semester Semester)?,5. For a sales dataset do a Time Series Visualization?
What is covered in 4 Semester Syllabus (Semester Semester)?,6. Build a Scatterplot and suggest dimension reduction
What is covered in 4 Semester Syllabus (Semester Semester)?,7. Use Geospatial Data-Projections on datasets in http://www.gisinindia.com/directory/gis-data-for-india
What is covered in 4 Semester Syllabus (Semester Semester)?,8. Create the a trend line with a confidence band in any suitable dataset
What is covered in 4 Semester Syllabus (Semester Semester)?,9. Illustrate Partial Transparency and Jittering
What is covered in 4 Semester Syllabus (Semester Semester)?,10. Illustrate usage of different color codes
What is covered in 4 Semester Syllabus (Semester Semester)?,Reference Books:
What is covered in 4 Semester Syllabus (Semester Semester)?,"1. Claus Wilke, “Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures”,"
What is covered in 4 Semester Syllabus (Semester Semester)?,"1st edition, O’Reilly Media Inc, 2019."
What is covered in 4 Semester Syllabus (Semester Semester)?,"Page 11 of 13Chhattisgarh Swami Vivekananda Technical University, Bhilai (C.G.)"
What is covered in 4 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Data Science) Semester: IV
What is covered in 4 Semester Syllabus (Semester Semester)?,Subject: R for Data Science Lab Subject Code: B127493(022)
What is covered in 4 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE: 40
What is covered in 4 Semester Syllabus (Semester Semester)?,UNIT– I:
What is covered in 4 Semester Syllabus (Semester Semester)?,Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)?,"1. Develop the R program for Basic Mathematical computation –Square, Square root, exponential etc."
What is covered in 4 Semester Syllabus (Semester Semester)?,2. Create an object X that stores the value then overwrite the object in by itself divided by Y. Print the result to the
What is covered in 4 Semester Syllabus (Semester Semester)?,console.
What is covered in 4 Semester Syllabus (Semester Semester)?,3. Create and store a sequence of values from x to y that progresses in steps of 0.3
What is covered in 4 Semester Syllabus (Semester Semester)?,4. Overwrite the existing object using the same sequence with the order reversed.
What is covered in 4 Semester Syllabus (Semester Semester)?,5. Confirm that the length of the vector created is 20.
What is covered in 4 Semester Syllabus (Semester Semester)?,"6. Extract the first and last elements of already created vector from, storing them as a new object."
What is covered in 4 Semester Syllabus (Semester Semester)?,UNIT– II:
What is covered in 4 Semester Syllabus (Semester Semester)?,Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)?,"1. Create and store a three-dimensional array with six layers of a 4 X 2 matrix, filled with a decreasing sequence of"
What is covered in 4 Semester Syllabus (Semester Semester)?,values between 4.8 and 0.1 of the appropriate length.
What is covered in 4 Semester Syllabus (Semester Semester)?,"2. Extract and store as a new object the fourth- and first-row elements, in that order, of the second column only of all"
What is covered in 4 Semester Syllabus (Semester Semester)?,layers of (1).
What is covered in 4 Semester Syllabus (Semester Semester)?,3. Use a fourfold repetition of the second row of the matrix formed in (2) to fill a new array of dimensions 2 X 2 X 2
What is covered in 4 Semester Syllabus (Semester Semester)?,X
What is covered in 4 Semester Syllabus (Semester Semester)?,4. Create a new array comprised of the results of deleting the sixth layer of (1).
What is covered in 4 Semester Syllabus (Semester Semester)?,"6. Overwrite the second and fourth row elements of the second column of layers 1, 3 and 5 of (4) with -99."
What is covered in 4 Semester Syllabus (Semester Semester)?,UNIT– III:
What is covered in 4 Semester Syllabus (Semester Semester)?,Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)?,1. Confirm the specific locations of elements equal to 0 in the 10 X 10 identity matrix I10
What is covered in 4 Semester Syllabus (Semester Semester)?,"2. Store this vector of 10 values: foo <- c(7,5,6,1,2,10,8,3,8,2).Then, do the following:"
What is covered in 4 Semester Syllabus (Semester Semester)?,"i. Extract the elements greater than or equal to 5, storing the result as bar."
What is covered in 4 Semester Syllabus (Semester Semester)?,ii. Display the vector containing those elements from foo that remain after omitting all elements that are greater
What is covered in 4 Semester Syllabus (Semester Semester)?,than or equal to 5.
What is covered in 4 Semester Syllabus (Semester Semester)?,"3. Store the string ""Two 6-packs for $12.99"". Then do the following:"
What is covered in 4 Semester Syllabus (Semester Semester)?,i. Use a check for equality to confirm that the substring beginning with character 5 and ending with character 10 is
What is covered in 4 Semester Syllabus (Semester Semester)?,"""6-pack""."
What is covered in 4 Semester Syllabus (Semester Semester)?,ii. Make it a better deal by changing the price to $10.99.
What is covered in 4 Semester Syllabus (Semester Semester)?,"4. Create a factor with levels of confidence as follows: Low for percentages [0,30]; Moderate for Percentages (30,"
What is covered in 4 Semester Syllabus (Semester Semester)?,"70]; and High for percentages (70,100]."
What is covered in 4 Semester Syllabus (Semester Semester)?,Page 12 of 13UNIT– IV:
What is covered in 4 Semester Syllabus (Semester Semester)?,Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)?,"1. Create a list that contains, in this order, a sequence of 20 evenly spaced numbers between -4 and 4; a 3 X 3"
What is covered in 4 Semester Syllabus (Semester Semester)?,"matrix of the logical vector c(F,T,T,T,F,T,T,F,F) filled column-wise; a character vector with the two strings"
What is covered in 4 Semester Syllabus (Semester Semester)?,"""don"" and ""quixote""; and a factor vector containing the observations"
What is covered in 4 Semester Syllabus (Semester Semester)?,"c(""LOW"",""MED"",""LOW"",""MED"",""MED"",""HIGH""). Then, Extract row elements 2 and 1 of columns 2 and 3, in"
What is covered in 4 Semester Syllabus (Semester Semester)?,"that order, of the logical matrix."
What is covered in 4 Semester Syllabus (Semester Semester)?,"2. Create and store this data frame as d frame with the fiiels of person, sex, funny in your R work space. Append"
What is covered in 4 Semester Syllabus (Semester Semester)?,the two new records.
What is covered in 4 Semester Syllabus (Semester Semester)?,3. Write a single line of code that will extract from my data frame just the names and ages of any records where the
What is covered in 4 Semester Syllabus (Semester Semester)?,individual is female and has a level of funniness equal to Med OR High.
What is covered in 4 Semester Syllabus (Semester Semester)?,4. Use your knowledge of handling character strings in R to extract all records from my data frame that correspond
What is covered in 4 Semester Syllabus (Semester Semester)?,to people whose names start with S.
What is covered in 4 Semester Syllabus (Semester Semester)?,UNIT– V:
What is covered in 4 Semester Syllabus (Semester Semester)?,Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)?,"1. Create a database with the fields of weight,height and sex then create a plot of weight on the x-axis and height on"
What is covered in 4 Semester Syllabus (Semester Semester)?,the y-axis. Use different point characters or colors to distinguish between males and females and provide a
What is covered in 4 Semester Syllabus (Semester Semester)?,matching legend. Label the axes and give the plot a title.
What is covered in 4 Semester Syllabus (Semester Semester)?,2. create a plot using ggplot2 for the same database consists of weight on the x-axis and height on the y- axis. Use
What is covered in 4 Semester Syllabus (Semester Semester)?,different point characters or colors to distinguish between males and females and provide a matching legend.
What is covered in 4 Semester Syllabus (Semester Semester)?,Label the axes and give the plot a title.
What is covered in 4 Semester Syllabus (Semester Semester)?,"3. Write R code that will plot education on the x-axis and income on the y-axis, with both x- and y-axis limits fixed"
What is covered in 4 Semester Syllabus (Semester Semester)?,"to be [0;100]. Provide appropriate axis labels. For jobs with a prestige value of less than or equal to 80, use a"
What is covered in 4 Semester Syllabus (Semester Semester)?,"black * as the point character. For jobs with prestige greater than 80, use a blue @."
What is covered in 4 Semester Syllabus (Semester Semester)?,Page 13 of 13
