Question,Answer
What is covered in 2 Semester Syllabus (Semester Semester)?,Customer incentivization.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week X: Social Entrepreneurship
What is covered in 2 Semester Syllabus (Semester Semester)?,"Social entrepreneur and the power of new ideas, Articulation of a social problem, Understanding"
What is covered in 2 Semester Syllabus (Semester Semester)?,"beneficiary experience, importance of ethnographic studies, Operation Realities Analysis, Socio-politics,"
What is covered in 2 Semester Syllabus (Semester Semester)?,Scope of venture.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week XI: People Analytics
What is covered in 2 Semester Syllabus (Semester Semester)?,"Data-based human resource improvement in organization, Measuring and managing performance,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Engagement, Culture and Attrition, Informal Communication Management, Law and Ethics of People"
What is covered in 2 Semester Syllabus (Semester Semester)?,Analytics.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week XII: Diversity in Workplace
What is covered in 2 Semester Syllabus (Semester Semester)?,"Importance of Diversity in an organization, Diversity and Performance, Measurement of Diversity,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Workplace discrimination, Case study.Text Books:"
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. Mindset, Carol Dweck"
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Leaders: Myth and Reality, General Stanley Mc CHRYSTAL"
What is covered in 2 Semester Syllabus (Semester Semester)?,"3. Outliers, Malcom Gladwell"
What is covered in 2 Semester Syllabus (Semester Semester)?,"4. Good to Great, Jim Collins"
What is covered in 2 Semester Syllabus (Semester Semester)?,"5. Steve Jobs, Walter Isaacson"
What is covered in 2 Semester Syllabus (Semester Semester)?,"6. The 7 habits of highly effective people, Stephen Covey"
What is covered in 2 Semester Syllabus (Semester Semester)?,"7. Thinking Fast and Slow, Daniel KahnemanChhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Data Structure Using C Lab Subject Code: A000291(022)
What is covered in 2 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE:40 Minimum Marks in ESE:14
What is covered in 2 Semester Syllabus (Semester Semester)?,List of Experiments:
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. Write a program to perform various string operations such as copy, length, reversing, palindrome,"
What is covered in 2 Semester Syllabus (Semester Semester)?,concatenation and to find occurrence of a sub-string using and without using library functions.
What is covered in 2 Semester Syllabus (Semester Semester)?,2. Implement the following Searching and Sorting methods:
What is covered in 2 Semester Syllabus (Semester Semester)?,Searching: Sequential/Linear Search and Binary Search
What is covered in 2 Semester Syllabus (Semester Semester)?,"Sorting: Bubble Sort , Insertion Sort, Selection Sort, Merge Sort, Heap Sort and Quick Sort."
What is covered in 2 Semester Syllabus (Semester Semester)?,3. Implementation of Expression conversion and Evaluation using Stack.
What is covered in 2 Semester Syllabus (Semester Semester)?,4. Implementation of operations on Priority Queue.
What is covered in 2 Semester Syllabus (Semester Semester)?,5. Implementation of operations on Binary tree.
What is covered in 2 Semester Syllabus (Semester Semester)?,6. Implementation of Expression Tree Traversals.
What is covered in 2 Semester Syllabus (Semester Semester)?,7. Implementation of operations on Binary search tree.
What is covered in 2 Semester Syllabus (Semester Semester)?,8. Implementation of DFS & BFS Graph Traversals techniques.
What is covered in 2 Semester Syllabus (Semester Semester)?,"9. Implementation of minimum spanning tree using Prime’s, Kruskal’s and Dijkstra’salgorithm."
What is covered in 2 Semester Syllabus (Semester Semester)?,10. Implementation of operations on sequential file
What is covered in 2 Semester Syllabus (Semester Semester)?,".Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Object Oriented Programming Lab Subject Code: A000292(022)
What is covered in 2 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE:40 Minimum Marks in ESE:14
What is covered in 2 Semester Syllabus (Semester Semester)?,List of Experiments:
What is covered in 2 Semester Syllabus (Semester Semester)?,1. Write a program to find out the largest number using function.
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Write a program to find the area of circle, rectangle and triangle using function overloading."
What is covered in 2 Semester Syllabus (Semester Semester)?,3. Write a program to implement complex numbers using operator overloading.
What is covered in 2 Semester Syllabus (Semester Semester)?,4. Write a program using class and object to print bio-data of the students.
What is covered in 2 Semester Syllabus (Semester Semester)?,5. Write a program which defines a class with constructor and destructor which will count number
What is covered in 2 Semester Syllabus (Semester Semester)?,of object created and destroyed.
What is covered in 2 Semester Syllabus (Semester Semester)?,6. Write a program to show applications of different types of inheritances.
What is covered in 2 Semester Syllabus (Semester Semester)?,7. Write a program to add two private data members using friend function.
What is covered in 2 Semester Syllabus (Semester Semester)?,8. Write a program using dynamic memory allocation to perform 2x2 matrix addition and
What is covered in 2 Semester Syllabus (Semester Semester)?,subtraction.
What is covered in 2 Semester Syllabus (Semester Semester)?,9. Write a program to show the application of virtual function.
What is covered in 2 Semester Syllabus (Semester Semester)?,10. Write a program that store five student records in a file.
What is covered in 2 Semester Syllabus (Semester Semester)?,11. Write a program to show the application of class/function template.
What is covered in 2 Semester Syllabus (Semester Semester)?,"12. Write a program to show the application of exception handling.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Python for Data Science Lab Subject Code: A000293(022)
What is covered in 2 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE:40 Minimum Marks in ESE:14
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT 1: INTRODUCTION TO DATA SCIENCE AND PYTHON PROGRAMMING
What is covered in 2 Semester Syllabus (Semester Semester)?,1. Implement basic Python programs for reading input from console.
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Perform Creation, indexing, slicing, concatenation and repetition operations on Python built-in"
What is covered in 2 Semester Syllabus (Semester Semester)?,"datatypes: Strings, List, Tuples, Dictionary, Set"
What is covered in 2 Semester Syllabus (Semester Semester)?,3. Solve problems using decision and looping statements.
What is covered in 2 Semester Syllabus (Semester Semester)?,"4. Apply Python built-in data types: Strings, List, Tuples, Dictionary, Set and their methods to solve"
What is covered in 2 Semester Syllabus (Semester Semester)?,anygiven problem
What is covered in 2 Semester Syllabus (Semester Semester)?,5. Handle numerical operations using math and random number functions
What is covered in 2 Semester Syllabus (Semester Semester)?,6. Create user-defined functions with different types of function arguments.
What is covered in 2 Semester Syllabus (Semester Semester)?,"UNIT 2: FILE, EXCEPTION HANDLING AND OOP"
What is covered in 2 Semester Syllabus (Semester Semester)?,1. Create packages and import modules from packages.
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Perform File manipulations- open, close, read, write, append and copy from one file to another."
What is covered in 2 Semester Syllabus (Semester Semester)?,3. Handle Exceptions using Python Built-in Exceptions
What is covered in 2 Semester Syllabus (Semester Semester)?,4. Solve problems using Class declaration and Object creation.
What is covered in 2 Semester Syllabus (Semester Semester)?,5. Implement OOP concepts like Data hiding and Data Abstraction.
What is covered in 2 Semester Syllabus (Semester Semester)?,6. Solve any real-time problem using inheritance concept.
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT 3: INTRODUCTION TO NUMPY
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. Create NumPy arrays from Python Data Structures, Intrinsic NumPy objects and Random Functions."
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Manipulation of NumPy arrays- Indexing, Slicing, Reshaping, Joining and Splitting."
What is covered in 2 Semester Syllabus (Semester Semester)?,3. Computation on NumPy arrays using Universal Functions and Mathematical methods.
What is covered in 2 Semester Syllabus (Semester Semester)?,4. Import a CSV file and perform various Statistical and Comparison operations on rows/columns.
What is covered in 2 Semester Syllabus (Semester Semester)?,5. Load an image file and do crop and flip operation using NumPy Indexing.
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT 4: DATA MANIPULATION WITH PANDAS
What is covered in 2 Semester Syllabus (Semester Semester)?,1. Create Pandas Series and DataFrame from various inputs.
What is covered in 2 Semester Syllabus (Semester Semester)?,2. Import any CSV file to Pandas DataFrame and perform the following:
What is covered in 2 Semester Syllabus (Semester Semester)?,(a) Visualize the first and last 10 records
What is covered in 2 Semester Syllabus (Semester Semester)?,"(b) Get the shape, index and column details"
What is covered in 2 Semester Syllabus (Semester Semester)?,(c) Select/Delete the records(rows)/columns based on conditions.(d) Perform ranking and sorting operations.
What is covered in 2 Semester Syllabus (Semester Semester)?,(e) Do required statistical operations on the given columns.
What is covered in 2 Semester Syllabus (Semester Semester)?,(f) Find the count and uniqueness of the given categorical values.
What is covered in 2 Semester Syllabus (Semester Semester)?,(g) Rename single/multiple columns.
What is covered in 2 Semester Syllabus (Semester Semester)?,"UNIT 5: DATA CLEANING, PREPARATION AND VISUALIZATION"
What is covered in 2 Semester Syllabus (Semester Semester)?,1.Import any CSV file to Pandas DataFrame and perform the following:
What is covered in 2 Semester Syllabus (Semester Semester)?,(a) Handle missing data by detecting and dropping/ filling missing values.
What is covered in 2 Semester Syllabus (Semester Semester)?,(b) Transform data using apply() and map() method.
What is covered in 2 Semester Syllabus (Semester Semester)?,(c) Detect and filter outliers.
What is covered in 2 Semester Syllabus (Semester Semester)?,(d) Perform Vectorized String operations on Pandas Series.
What is covered in 2 Semester Syllabus (Semester Semester)?,"(e) Visualize data using Line Plots, Bar Plots, Histograms, Density Plots and Scatter Plots.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Digital Logic & Design Lab Subject Code: A000294(028)
What is covered in 2 Semester Syllabus (Semester Semester)?,Maximum Marks in ESE:40 Minimum Marks in ESE:14
What is covered in 2 Semester Syllabus (Semester Semester)?,List of Experiments:
What is covered in 2 Semester Syllabus (Semester Semester)?,1. To verify
What is covered in 2 Semester Syllabus (Semester Semester)?,a) DeMorgan’s Theorem for 2variables
What is covered in 2 Semester Syllabus (Semester Semester)?,b) The sum-of product and product-of-sum expressions using universal gates
What is covered in 2 Semester Syllabus (Semester Semester)?,2. To design and implement
What is covered in 2 Semester Syllabus (Semester Semester)?,a) Full Adder using basic logic gates.
What is covered in 2 Semester Syllabus (Semester Semester)?,b) Full Subtractors using basic logic gates.
What is covered in 2 Semester Syllabus (Semester Semester)?,3. To design and implement 4-bit Parallel Adder/ Subtractors using IC7483.
What is covered in 2 Semester Syllabus (Semester Semester)?,4. Design and Implementation of 4-bit Magnitude Comparator using IC7485.
What is covered in 2 Semester Syllabus (Semester Semester)?,5. To realize
What is covered in 2 Semester Syllabus (Semester Semester)?,a) 4:1 Multiplexer using gates
What is covered in 2 Semester Syllabus (Semester Semester)?,b) 3-variable function using IC 74151(8:1MUX)
What is covered in 2 Semester Syllabus (Semester Semester)?,6. Realize 1:8 Demultiplexers and 3:8 Decoder usingIC74138
What is covered in 2 Semester Syllabus (Semester Semester)?,7. To realize the following flip-flops using NAND Gates.
What is covered in 2 Semester Syllabus (Semester Semester)?,a) Clocked SR Flip-Flop
What is covered in 2 Semester Syllabus (Semester Semester)?,b) JK Flip-Flop
What is covered in 2 Semester Syllabus (Semester Semester)?,8. To realize the following shift registers usingIC7474
What is covered in 2 Semester Syllabus (Semester Semester)?,(a) SISO (b) SIPO (c)PISO
What is covered in 2 Semester Syllabus (Semester Semester)?,9. To realize the Ring Counter and Johnson Counter usingIC7476.
What is covered in 2 Semester Syllabus (Semester Semester)?,10. To realize the Mod-N Counter usingIC7490.
What is covered in 2 Semester Syllabus (Semester Semester)?,11. Simulate Full- Adder using simulation tool.
What is covered in 2 Semester Syllabus (Semester Semester)?,12. Simulate Mod-8 Synchronous UP/DOWN Counter using simulation tool
