Question,Answer
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"ESE Duration: Three Hours, Maximum Marks in ESE: 100 Minimum Marks in ESE: 35"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),UNIT– I: INTRODUCTION TO VISUALIZATION:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Visualizing Data-Mapping Data onto Aesthetics, Aesthetics and Types of Data, Scales Map Data Values onto"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Aesthetics, Coordinate Systems and Axes- Cartesian Coordinates, Nonlinear Axes, Coordinate Systems with Curved"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Axes, Color Scales-Color as a Tool to Distinguish, Color to Represent Data Values ,Color as a Tool to Highlight,"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Directory of Visualizations- Amounts, Distributions, Proportions, x–y relationships, Geospatial Data."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),UNIT– II: VISUALIZING DISTRIBUTIONS:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Visualizing Amounts-Bar Plots, Grouped and Stacked Bars, Dot Plots and Heatmaps, Visualizing Distributions:"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Histograms and Density Plots- Visualizing a Single Distribution, Visualizing Multiple Distributions at the Same Time,"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),Visualizing Distributions: Empirical Cumulative Distribution Functions and Q-Q Plots-Empirical Cumulative
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Distribution Functions, Highly Skewed Distributions, Quantile-Quantile Plots, Visualizing Many Distributions at"
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"Once-Visualizing Distributions Along the Vertical Axis, Visualizing Distributions Along the Horizontal Axis."
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),UNIT– III: VISUALIZING ASSOCIATIONS & TIME SERIES:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Visualizing Proportions-A Case for Pie Charts, A Case for Side-by-Side Bars, A Case for Stacked Bars and Stacked"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"Densities, Visualizing Proportions Separately as Parts of the Total ,Visualizing Nested Proportions- Nested"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Proportions Gone Wrong, Mosaic Plots and Treemaps, Nested Pies ,Parallel Sets. Visualizing Associations Among"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Two or More Quantitative Variables-Scatterplots, Correlograms, Dimension Reduction, Paired Data. Visualizing Time"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Series and Other Functions of an Independent Variable-Individual Time Series, Multiple Time Series and Dose–"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Response Curves, Time Series of Two or More Response Variables."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),UNIT– IV: VISUALIZING UNCERTIANITY:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Visualizing Trends-Smoothing, Showing Trends with a Defined Functional Form, Detrending and Time-Series"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Decomposition, Visualizing Geospatial Data-Projections, Layers, Choropleth Mapping, Cartograms, Visualizing"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"Uncertainty-Framing Probabilities as Frequencies, Visualizing the Uncertainty of Point Estimates, Visualizing the"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Uncertainty of Curve Fits, Hypothetical Outcome Plots."
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),UNIT– V: PRINCIPLE OF PROPORTIONAL INK:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"The Principle of Proportional Ink-Visualizations Along Linear Axes, Visualizations Along Logarithmic Axes, Direct"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"Area Visualizations, Handling Overlapping Points-Partial Transparency and Jittering, 2D Histograms, Contour Lines,"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"Common Pitfalls of Color Use-Encoding Too Much or Irrelevant Information ,Using Nonmonotonic Color Scales to"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"Encode Data Values, Not Designing for Color-Vision Deficiency"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),Page 8 of 13TEXT BOOKS:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"1. Claus Wilke, “Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures”, 1st"
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"edition, O’Reilly Media Inc, 2019."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),REFERENCE BOOKS:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"1. Tony Fischetti, Brett Lantz, R: Data Analysis and Visualization, O’Reilly, 2016"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"2. Ossama Embarak, Data Analysis and Visualization Using Python: Analyze Data to Create Visualizations for BI"
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"Systems, Apress, 2018."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),E BOOKS:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),1. https://www.netquest.com/hubfs/docs/ebook-data-visualization-EN.pdf
What is covered in 4 Semester Syllabus (Semester Semester)? (General),MOOC:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),1. https://www.coursera.org/learn/data-visualization
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),2. https://www.coursera.org/learn/python-for-data-visualization#syllabus
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"Page 9 of 13Chhattisgarh Swami Vivekananda Technical University, Bhilai (C.G.)"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),Branch: B Tech Honours (Data Science) Semester: IV
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Computer Network),Subject: Computer Network Lab Subject Code: B127491(022)
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Maximum Marks in ESE: 40
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),List of Experiments:-
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Computer Network),1. Basic Commands of Networking
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),2. Subnetting and Supernetting
What is covered in 4 Semester Syllabus (Semester Semester)? (General),3. Remote Desktop Connection
What is covered in 4 Semester Syllabus (Semester Semester)? (General),4. Virtual LAN
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Computer Network),5. Routing Information Protocol(RIP)
What is covered in 4 Semester Syllabus (Semester Semester)? (General),6. Open Shortest Path First (OSPF) Protocol
What is covered in 4 Semester Syllabus (Semester Semester)? (General),7. Border Gateway Protocol(BGP)
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),8. Basics of Wireshark
What is covered in 4 Semester Syllabus (Semester Semester)? (General),9. Socket Programming
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"Page 10 of 13Chhattisgarh Swami Vivekananda Technical University, Bhilai (C.G.)"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),Branch: B Tech Honours (Data Science) Semester: IV
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),Subject: Data Visualization Lab Subject Code: B127492(022)
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Maximum Marks in ESE: 40
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: R for Data Science),Prerequisite: Python or R
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),List of Experiments:-
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),1. Download the House Pricing dataset from Kaggle and map the values to Aesthetics
What is covered in 4 Semester Syllabus (Semester Semester)? (General),2. Use different Color scales on the Rainfall Prediction dataset
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),3. Create different Bar plots for variables in any dataset
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),4. Show an example of Skewed data and removal of skewedness
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),5. For a sales dataset do a Time Series Visualization?
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),6. Build a Scatterplot and suggest dimension reduction
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),7. Use Geospatial Data-Projections on datasets in http://www.gisinindia.com/directory/gis-data-for-india
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),8. Create the a trend line with a confidence band in any suitable dataset
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),9. Illustrate Partial Transparency and Jittering
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),10. Illustrate usage of different color codes
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Reference Books:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"1. Claus Wilke, “Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures”,"
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"1st edition, O’Reilly Media Inc, 2019."
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"Page 11 of 13Chhattisgarh Swami Vivekananda Technical University, Bhilai (C.G.)"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),Branch: B Tech Honours (Data Science) Semester: IV
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),Subject: R for Data Science Lab Subject Code: B127493(022)
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Maximum Marks in ESE: 40
What is covered in 4 Semester Syllabus (Semester Semester)? (General),UNIT– I:
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: R for Data Science),"1. Develop the R program for Basic Mathematical computation –Square, Square root, exponential etc."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),2. Create an object X that stores the value then overwrite the object in by itself divided by Y. Print the result to the
What is covered in 4 Semester Syllabus (Semester Semester)? (General),console.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),3. Create and store a sequence of values from x to y that progresses in steps of 0.3
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),4. Overwrite the existing object using the same sequence with the order reversed.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),5. Confirm that the length of the vector created is 20.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"6. Extract the first and last elements of already created vector from, storing them as a new object."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),UNIT– II:
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"1. Create and store a three-dimensional array with six layers of a 4 X 2 matrix, filled with a decreasing sequence of"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),values between 4.8 and 0.1 of the appropriate length.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"2. Extract and store as a new object the fourth- and first-row elements, in that order, of the second column only of all"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),layers of (1).
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),3. Use a fourfold repetition of the second row of the matrix formed in (2) to fill a new array of dimensions 2 X 2 X 2
What is covered in 4 Semester Syllabus (Semester Semester)? (General),X
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),4. Create a new array comprised of the results of deleting the sixth layer of (1).
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"6. Overwrite the second and fourth row elements of the second column of layers 1, 3 and 5 of (4) with -99."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),UNIT– III:
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),1. Confirm the specific locations of elements equal to 0 in the 10 X 10 identity matrix I10
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"2. Store this vector of 10 values: foo <- c(7,5,6,1,2,10,8,3,8,2).Then, do the following:"
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"i. Extract the elements greater than or equal to 5, storing the result as bar."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),ii. Display the vector containing those elements from foo that remain after omitting all elements that are greater
What is covered in 4 Semester Syllabus (Semester Semester)? (General),than or equal to 5.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: R for Data Science),"3. Store the string ""Two 6-packs for $12.99"". Then do the following:"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),i. Use a check for equality to confirm that the substring beginning with character 5 and ending with character 10 is
What is covered in 4 Semester Syllabus (Semester Semester)? (General),"""6-pack""."
What is covered in 4 Semester Syllabus (Semester Semester)? (General),ii. Make it a better deal by changing the price to $10.99.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"4. Create a factor with levels of confidence as follows: Low for percentages [0,30]; Moderate for Percentages (30,"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"70]; and High for percentages (70,100]."
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),Page 12 of 13UNIT– IV:
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"1. Create a list that contains, in this order, a sequence of 20 evenly spaced numbers between -4 and 4; a 3 X 3"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"matrix of the logical vector c(F,T,T,T,F,T,T,F,F) filled column-wise; a character vector with the two strings"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"""don"" and ""quixote""; and a factor vector containing the observations"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"c(""LOW"",""MED"",""LOW"",""MED"",""MED"",""HIGH""). Then, Extract row elements 2 and 1 of columns 2 and 3, in"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),"that order, of the logical matrix."
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"2. Create and store this data frame as d frame with the fiiels of person, sex, funny in your R work space. Append"
What is covered in 4 Semester Syllabus (Semester Semester)? (General),the two new records.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),3. Write a single line of code that will extract from my data frame just the names and ages of any records where the
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),individual is female and has a level of funniness equal to Med OR High.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),4. Use your knowledge of handling character strings in R to extract all records from my data frame that correspond
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),to people whose names start with S.
What is covered in 4 Semester Syllabus (Semester Semester)? (General),UNIT– V:
What is covered in 4 Semester Syllabus (Semester Semester)? (General),Practical Component:
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"1. Create a database with the fields of weight,height and sex then create a plot of weight on the x-axis and height on"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),the y-axis. Use different point characters or colors to distinguish between males and females and provide a
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),matching legend. Label the axes and give the plot a title.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),2. create a plot using ggplot2 for the same database consists of weight on the x-axis and height on the y- axis. Use
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),different point characters or colors to distinguish between males and females and provide a matching legend.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),Label the axes and give the plot a title.
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Artificial Intelligence Principles and Applications),"3. Write R code that will plot education on the x-axis and income on the y-axis, with both x- and y-axis limits fixed"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"to be [0;100]. Provide appropriate axis labels. For jobs with a prestige value of less than or equal to 80, use a"
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Data Visualization),"black * as the point character. For jobs with prestige greater than 80, use a blue @."
What is covered in 4 Semester Syllabus (Semester Semester)? (Related to: Theory of Computation),Page 13 of 13
